Season,Team1,Team1Name,Team2,Team2Name,pred,pred2,T1Seed,T2Seed,T1AvgOff_rating,T1AvgDef_rating,T2AvgOff_rating,T2AvgDef_rating,ID,T1Top_seeded_teamsPlayed,T1AvgSeedPlayed,T1AvgNet_rating,T1AvgFGperc,T1AvgeFGperc,T1AvgTrueShot,T1AvgPPP,T1AvgFGpercAllow,T1AvgeFGpercAllow,T1AvgTrueShotAllow,T1AvgPPPAllow,T1AvgRebperc,T1AvgOffRebperc,T1AvgRebpercAllow,T1Avg_OffRebpercAllow,T1AvgAstTO,T2Top_seeded_teamsPlayed,T2AvgSeedPlayed,T2AvgNet_rating,T2AvgFGperc,T2AvgeFGperc,T2AvgTrueShot,T2AvgPPP,T2AvgFGpercAllow,T2AvgeFGpercAllow,T2AvgTrueShotAllow,T2AvgPPPAllow,T2AvgRebperc,T2AvgOffRebperc,T2AvgRebpercAllow,T2Avg_OffRebpercAllow,T2AvgAstTO,team1_seed_str,team2_seed_str,seed_diff
2022,1112,Arizona,1116,Arkansas,0.7928526263358083,0.20714737366419167,1,4,114.26,91.1,104.11,93.13,2022_1112_1116,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,1,1,-3
2022,1112,Arizona,1228,Illinois,0.4676963649563317,0.5323036350436683,1,4,114.26,91.1,109.66,96.37,2022_1112_1228,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,17,48.87,45.42,53.31,56.61,109.66,41.64,46.42,50.19,96.37,54.35,31.03,45.65,22.69,151.82,119.07,1,1,-3
2022,1112,Arizona,1344,Providence,0.7350870667563386,0.2649129332436614,1,4,114.26,91.1,105.25,97.23,2022_1112_1344,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,12,62.3,44.07,50.64,55.22,105.25,41.13,46.79,50.34,97.23,52.65,28.18,47.35,23.63,135.03,130.58,1,1,-3
2022,1112,Arizona,1417,UCLA,0.6772880088807238,0.3227119911192762,1,4,114.26,91.1,110.03,93.22,2022_1112_1417,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,9,72.28,45.33,50.9,54.86,110.03,41.88,48.01,51.86,93.22,53.04,29.23,46.96,20.67,200.26,100.74,1,1,-3
2022,1112,Arizona,1163,Connecticut,0.606384143831326,0.393615856168674,1,5,114.26,91.1,107.62,93.8,2022_1112_1163,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,13,61.25,43.63,49.67,53.75,107.62,40.28,45.9,49.7,93.8,56.11,35.61,43.89,23.8,136.48,105.46,1,1,-4
2022,1112,Arizona,1222,Houston,0.6693441401953001,0.3306558598046999,1,5,114.26,91.1,113.5,87.05,2022_1112_1222,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,6,83.06,46.9,53.6,56.17,113.5,37.38,43.59,48.48,87.05,57.11,37.95,42.89,22.25,169.75,92.95,1,1,-4
2022,1112,Arizona,1234,Iowa,0.5072633820326657,0.49273661796733426,1,5,114.26,91.1,116.28,100.4,2022_1112_1234,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,16,57.37,46.36,53.54,57.29,116.28,44,50.09,53.05,100.4,51.29,30.72,48.71,27.21,195.21,130.73,1,1,-4
2022,1112,Arizona,1388,St Mary's CA,0.6522190216330906,0.34778097836690935,1,5,114.26,91.1,105.01,92.36,2022_1112_1388,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,11,66.48,46.38,52.77,55.88,105.01,43.44,48.39,51.58,92.36,53.34,22.94,46.66,18.81,141.99,79.16,1,1,-4
2022,1112,Arizona,1161,Colorado St,0.7357769319860423,0.2642230680139577,1,6,114.26,91.1,110.29,98.91,2022_1112_1161,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,9,70.97,47.91,54.78,58.82,110.29,42.92,50.19,53.12,98.91,49.82,20.82,50.18,22.59,189.3,119.77,1,1,-5
2022,1112,Arizona,1261,LSU,0.6840687180274914,0.31593128197250864,1,6,114.26,91.1,101.34,89.36,2022_1112_1261,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,11,67.36,44.11,49.64,53.98,101.34,39.05,45.48,50.12,89.36,51.51,31.24,48.49,29.08,97.34,72.25,1,1,-5
2022,1112,Arizona,1400,Texas,0.5330839750542418,0.46691602494575823,1,6,114.26,91.1,104.89,91.09,2022_1112_1400,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,14,57.91,44.67,50.66,54.77,104.89,41.2,46.55,50.38,91.09,51.81,29.41,48.19,27.33,129.05,76.81,1,1,-5
2022,1112,Arizona,1277,Michigan St,0.7190525427367613,0.28094745726323866,1,7,114.26,91.1,104.03,99.13,2022_1112_1277,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,17,52.35,45.74,52.09,56.01,104.03,41.93,47.89,51.46,99.13,53.15,27.49,46.85,23.58,139.44,158.09,1,1,-6
2022,1112,Arizona,1293,Murray St,0.7865896485524633,0.21341035144753673,1,7,114.26,91.1,110.94,91.32,2022_1112_1293,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,3,89.59,46.45,53.04,56.19,110.94,41.79,47.87,50.71,91.32,55.56,33.39,44.44,22.79,144.42,82.51,1,1,-6
2022,1112,Arizona,1326,Ohio St,0.6461828432926081,0.3538171567073919,1,7,114.26,91.1,111.44,101.49,2022_1112_1326,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,14,56.3,47.52,54.94,58.95,111.44,41.94,47.95,51.93,101.49,52.57,26.16,47.43,24.43,131.57,154.89,1,1,-6
2022,1112,Arizona,1425,USC,0.91791128873503,0.08208871126496997,1,7,114.26,91.1,104.42,95.52,2022_1112_1425,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,6,81.67,45.4,51.14,54.14,104.42,39.14,44.97,48.64,95.52,54.33,30.48,45.67,23.52,135.46,177.04,1,1,-6
2022,1112,Arizona,1129,Boise St,0.8025701191727961,0.19742988082720392,1,8,114.26,91.1,103.3,93.09,2022_1112_1129,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,8,77.18,44.8,51.44,54.52,103.3,43.05,48.49,51.74,93.09,54,28.97,46,20.7,109.8,88.09,1,1,-7
2022,1112,Arizona,1314,North Carolina,0.7929921650314209,0.2070078349685791,1,8,114.26,91.1,108.15,99.35,2022_1112_1314,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,11,68.33,45.45,52.22,56.32,108.15,43.46,49.9,52.68,99.35,55.53,27.53,44.47,17.34,147.93,148.51,1,1,-7
2022,1112,Arizona,1361,San Diego St,0.7452339603796306,0.25476603962036937,1,8,114.26,91.1,97.57,87.28,2022_1112_1361,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,11,66.84,43.55,49.1,52.7,97.57,38.21,44.01,47.95,87.28,51.94,26.25,48.06,23.35,103.1,83.5,1,1,-7
2022,1112,Arizona,1371,Seton Hall,0.6269653508552081,0.3730346491447919,1,8,114.26,91.1,101.86,95.63,2022_1112_1371,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,15,53.1,41.62,47.61,52.17,101.86,40.38,45.74,50.24,95.63,52.3,30.03,47.7,25.6,91.24,103.35,1,1,-7
2022,1112,Arizona,1166,Creighton,0.7807752135958588,0.21922478640414123,1,9,114.26,91.1,99.14,94.81,2022_1112_1166,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,14,59.55,44.91,50.72,54.01,99.14,39.61,44.98,48.1,94.81,52.44,26.28,47.56,24.6,103.64,130.05,1,0,-8
2022,1112,Arizona,1266,Marquette,0.7118663480434124,0.2881336519565876,1,9,114.26,91.1,102.02,97.21,2022_1112_1266,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,14,56.74,45.3,52.61,56.09,102.02,41.26,46.91,50.62,97.21,46.79,18.82,53.21,29.15,146.41,120.55,1,0,-8
2022,1112,Arizona,1272,Memphis,0.8205160137680979,0.1794839862319021,1,9,114.26,91.1,104.28,94.49,2022_1112_1272,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,7,78.26,47.03,52.57,56.4,104.28,40,46.96,51.18,94.49,54.37,36.33,45.63,27.07,111.53,100.37,1,0,-8
2022,1112,Arizona,1395,TCU,0.7789975313262183,0.2210024686737817,1,9,114.26,91.1,100.25,96.47,2022_1112_1395,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,13,60.56,44.15,49,52.25,100.25,42.52,48,51.4,96.47,55.47,35,44.53,24.29,111.7,125.07,1,0,-8
2022,1112,Arizona,1172,Davidson,0.8246671377654977,0.17533286223450228,1,10,114.26,91.1,112.43,99.24,2022_1112_1172,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,6,82.53,47.77,55.69,59.67,112.43,42.02,49.41,53.23,99.24,51.93,22.26,48.07,20.48,179.55,131.61,1,0,-9
2022,1112,Arizona,1260,Loyola-Chicago,0.8099104660644811,0.19008953393551886,1,10,114.26,91.1,109.25,92.08,2022_1112_1260,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,3,90.03,48.18,56.33,59.48,109.25,40.95,46.97,50.85,92.08,53.16,23.39,46.84,20.69,141.36,79.26,1,0,-9
2022,1112,Arizona,1274,Miami FL,0.8536228144313078,0.14637718556869217,1,10,114.26,91.1,108.96,103.76,2022_1112_1274,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,7,79.55,47.97,54.3,57.69,108.96,46.9,53.91,56.3,103.76,46.09,20.47,53.91,28.16,166.3,122.11,1,0,-9
2022,1112,Arizona,1362,San Francisco,0.753591092551621,0.24640890744837896,1,10,114.26,91.1,106.48,93.46,2022_1112_1362,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,8,75.66,45.53,53.28,56.01,106.48,42.4,46.83,51.08,93.46,53.52,28.3,46.48,21.04,116.8,91.73,1,0,-9
2022,1112,Arizona,1235,Iowa St,0.7049535532742417,0.2950464467257583,1,11,114.26,91.1,96.96,92.89,2022_1112_1235,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,14,57.75,43.9,49.97,52.97,96.96,42.97,48.58,53,92.89,48.85,24.43,51.15,26.32,124.89,82.49,1,0,-10
2022,1112,Arizona,1276,Michigan,0.5087318827841074,0.4912681172158926,1,11,114.26,91.1,106.99,102.61,2022_1112_1276,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,19,42.39,47.07,52.61,56.21,106.99,44.99,50.69,53.99,102.61,53.89,28.13,46.11,21.2,139.96,124.78,1,0,-10
2022,1112,Arizona,1323,Notre Dame,0.7750156175008251,0.22498438249917485,1,11,114.26,91.1,107.99,99.18,2022_1112_1323,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,10,69.68,46.16,54.47,57.92,107.99,43.84,49.54,52.06,99.18,50.46,19.16,49.54,21.37,173.15,128.64,1,0,-10
2022,1112,Arizona,1353,Rutgers,0.7205277357241161,0.2794722642758839,1,11,114.26,91.1,101.87,98.19,2022_1112_1353,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,14,57.06,44.52,49.92,53.06,101.87,41.62,48.57,52.36,98.19,51.3,27.91,48.7,23.68,150.23,118.42,1,0,-10
2022,1112,Arizona,1439,Virginia Tech,0.7564862342495826,0.2435137657504174,1,11,114.26,91.1,109.9,97.02,2022_1112_1439,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,10,72.97,47.25,55.52,58.2,109.9,43.07,49.02,52.45,97.02,52,25.8,48,22.62,157.01,124.1,1,0,-10
2022,1112,Arizona,1231,Indiana,0.6694481534329224,0.3305518465670776,1,12,114.26,91.1,102.26,95.01,2022_1112_1231,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,15,56.88,46.08,51.53,55.02,102.26,39.34,45.99,50.68,95.01,51.85,24.53,48.15,21.7,148.3,109.39,1,0,-11
2022,1112,Arizona,1308,New Mexico St,0.9218221276519111,0.07817787234808893,1,12,114.26,91.1,104.88,94.57,2022_1112_1308,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,1,95.93,45.43,52.28,55.87,104.88,39.28,45.79,49.91,94.57,55.66,32.78,44.34,22.41,113.07,112.61,1,0,-11
2022,1112,Arizona,1350,Richmond,0.9243127184495298,0.07568728155047022,1,12,114.26,91.1,105.03,100.24,2022_1112_1350,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,3,91.54,44.73,51.88,55.61,105.03,44.47,50.59,53.48,100.24,47.69,20.03,52.31,25.98,166,117.85,1,0,-11
2022,1112,Arizona,1412,UAB,0.8612197691413558,0.13878023085864422,1,12,114.26,91.1,109.89,93.89,2022_1112_1412,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,1,96.22,46.52,52.81,56.42,109.89,42.23,48.35,52.1,93.89,54.12,30.3,45.88,23.44,130.07,84.63,1,0,-11
2022,1112,Arizona,1461,Wyoming,0.8230595307818488,0.1769404692181512,1,12,114.26,91.1,105.87,97,2022_1112_1461,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,8,76.12,45.76,52.67,56.71,105.87,41.61,47.55,50.99,97,52.31,23.12,47.69,21.85,114.39,117.43,1,0,-11
2022,1112,Arizona,1151,Chattanooga,0.8963725305197157,0.10362746948028434,1,13,114.26,91.1,109.32,98.08,2022_1112_1151,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,1,96.12,46.14,52.86,56.56,109.32,43.61,49.83,52.94,98.08,53.99,28.13,46.01,22.75,129.69,100.48,1,0,-12
2022,1112,Arizona,1355,S Dakota St,0.8487181375389304,0.15128186246106956,1,13,114.26,91.1,117.56,102.73,2022_1112_1355,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,2,93.44,52.62,60.35,63.9,117.56,44.38,51.68,54.4,102.73,52.82,21.23,47.18,20.87,151.62,121.32,1,0,-12
2022,1112,Arizona,1436,Vermont,0.7951059720189383,0.2048940279810617,1,13,114.26,91.1,113.13,92.28,2022_1112_1436,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,3,90.72,49.47,57.39,60.37,113.13,41.32,47.87,50.59,92.28,54.32,20.77,45.68,16.71,172.77,97.56,1,0,-12
2022,1112,Arizona,1159,Colgate,0.9259973861005868,0.0740026138994132,1,14,114.26,91.1,110.11,98.08,2022_1112_1159,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,1,96.39,47.58,56.05,58.51,110.11,42.92,48.89,51.49,98.08,52.42,24.39,47.58,21.96,168,146.3,1,0,-13
2022,1112,Arizona,1255,Longwood,0.9013498409044066,0.09865015909559338,1,14,114.26,91.1,107.84,97.29,2022_1112_1255,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,1,95.64,44.85,52.15,56.37,107.84,43.89,50.61,53.96,97.29,53.77,30.36,46.23,22.07,135.16,99.02,1,0,-13
2022,1112,Arizona,1286,Montana St,0.8895606163085323,0.11043938369146766,1,14,114.26,91.1,107.32,97.06,2022_1112_1286,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,1,96.31,47.71,54.39,59.12,107.32,42.56,48.47,53.65,97.06,53.4,24.27,46.6,20.22,103.64,78.96,1,0,-13
2022,1112,Arizona,1463,Yale,0.9205802649849403,0.07941973501505972,1,14,114.26,91.1,100.03,97.13,2022_1112_1463,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,4,86.31,44.29,50.21,54.46,100.03,42.47,48.65,52.12,97.13,50.61,23.3,49.39,24.13,109.98,110.29,1,0,-13
2022,1112,Arizona,1168,CS Fullerton,0.9335062772273686,0.06649372277263144,1,15,114.26,91.1,102.62,98.37,2022_1112_1168,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,2,92.86,44.35,49.45,54.58,102.62,44.23,51.08,53.92,98.37,50.46,27.15,49.54,25.34,101.16,112.06,1,0,-14
2022,1112,Arizona,1174,Delaware,0.9255623431178883,0.07443765688211168,1,15,114.26,91.1,106.47,101.48,2022_1112_1174,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,1,96.3,47.18,53.9,57.86,106.47,43.14,49.39,53.57,101.48,48.79,25.11,51.21,27.48,114.61,102.72,1,0,-14
2022,1112,Arizona,1240,Jacksonville St,0.9359826754849626,0.06401732451503739,1,15,114.26,91.1,105.91,98.64,2022_1112_1240,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,1,95.79,46.27,54.56,57.36,105.91,40.8,48.09,51.52,98.64,52.97,27.03,47.03,23.69,135.27,129.98,1,0,-14
2022,1112,Arizona,1389,St Peter's,0.9345241580632833,0.06547584193671674,1,15,114.26,91.1,97.28,90.82,2022_1112_1389,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,1,95.72,42.64,47.96,52.2,97.28,39.08,44.47,50.32,90.82,52.66,28.86,47.34,23.77,97.68,83.07,1,0,-14
2022,1112,Arizona,1136,Bryant,0.9582802143141538,0.04171978568584622,1,16,114.26,91.1,103.27,98.75,2022_1112_1136,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,1,95.87,43.16,49.88,54,103.27,42.01,47.44,50.19,98.75,51.89,29.78,48.11,27.83,110.88,154.83,1,0,-15
2022,1112,Arizona,1209,Georgia St,0.950469685752678,0.049530314247322016,1,16,114.26,91.1,97.83,96.77,2022_1112_1209,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,1,95.52,39.12,45.16,49.56,97.83,42.68,49.87,53.61,96.77,50.2,29.45,49.8,26.28,127.45,97.36,1,0,-15
2022,1112,Arizona,1313,Norfolk St,0.9380844293285838,0.061915570671416176,1,16,114.26,91.1,102.39,91.91,2022_1112_1313,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,0,99,45.57,51.75,55.76,102.39,38.75,45.36,48.95,91.91,53.5,28.55,46.5,23.74,95.4,111.73,1,0,-15
2022,1112,Arizona,1394,TAM C. Christi,0.936196172225193,0.06380382777480698,1,16,114.26,91.1,100.83,97.83,2022_1112_1394,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,1,96.07,42.61,47.61,53.06,100.83,42.59,49.47,55.1,97.83,51.85,32.37,48.15,27.65,102.86,87.15,1,0,-15
2022,1112,Arizona,1411,TX Southern,0.9472110549167628,0.05278894508323717,1,16,114.26,91.1,98.01,92.49,2022_1112_1411,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,1,95.87,43.7,48.68,52.27,98.01,39.75,45.05,48.92,92.49,54.31,32.07,45.69,23.59,80.76,106.93,1,0,-15
2022,1112,Arizona,1460,Wright St,0.9106275273482043,0.08937247265179571,1,16,114.26,91.1,106.69,102.2,2022_1112_1460,9,74.44,49.76,56.08,59.85,114.26,38.92,44.54,47.5,91.1,56.22,33.41,43.78,24.57,171.74,111.32,2,93.48,46.92,52.29,56.48,106.69,45.62,51.45,54.44,102.2,51.49,28.52,48.51,26.84,132.89,94.08,1,0,-15
