Team1Name,Team2Name,pred,pred2,T1Seed,T2Seed,T1AvgNet_rating,T2AvgNet_rating,T1AvgOff_rating,T1AvgDef_rating,T2AvgOff_rating,T2AvgDef_rating,Season,Team1,Team2,T1Top_seeded_teamsPlayed,T1AvgSeedPlayed,T1AvgFGperc,T1AvgeFGperc,T1AvgTrueShot,T1AvgPPP,T1AvgFGpercAllow,T1AvgeFGpercAllow,T1AvgTrueShotAllow,T1AvgPPPAllow,T1AvgRebperc,T1AvgOffRebperc,T1AvgRebpercAllow,T1Avg_OffRebpercAllow,T1AvgAstTO,T1AvgAstTOAllow,T2Top_seeded_teamsPlayed,T2AvgSeedPlayed,T2AvgFGperc,T2AvgeFGperc,T2AvgTrueShot,T2AvgPPP,T2AvgFGpercAllow,T2AvgeFGpercAllow,T2AvgTrueShotAllow,T2AvgPPPAllow,T2AvgRebperc,T2AvgOffRebperc,T2AvgRebpercAllow,T2Avg_OffRebpercAllow,T2AvgAstTO,T2AvgAstTOAllow,team1_seed_str,team2_seed_str,seed_diff
Kansas,Miami FL,94.55,5.45,1,6,14.48,8.59,115.95,101.47,107.78,99.19,2018,1242,1274,20,13,49.64,58.01,60.4,115.95,42.41,48.72,51.93,101.47,50.05,31.16,49.95,33.28,156.04,103.97,12,14.77,46.58,53.26,55.71,107.78,43.43,49.33,52.67,99.19,50.43,31.23,49.57,29.57,127.02,109.36,1,1,-5
Kansas,TCU,83.29,16.71,1,6,14.48,10.4,115.95,101.47,116.43,106.03,2018,1242,1395,20,13,49.64,58.01,60.4,115.95,42.41,48.72,51.93,101.47,50.05,31.16,49.95,33.28,156.04,103.97,16,13.72,50.12,57.21,60.21,116.43,46.25,53.09,56.57,106.03,54.93,36.84,45.07,27.01,174.5,132.82,1,1,-5
Kansas,Nevada,91.29,8.71,1,7,14.48,14.76,115.95,101.47,116.41,101.65,2018,1242,1305,20,13,49.64,58.01,60.4,115.95,42.41,48.72,51.93,101.47,50.05,31.16,49.95,33.28,156.04,103.97,8,17.56,47.11,55.13,59.34,116.41,43.14,49.4,52.99,101.65,50.11,29.34,49.89,31,186.62,106.84,1,1,-6
Kansas,Rhode Island,81.79,18.21,1,7,14.48,12.05,115.95,101.47,110.01,97.96,2018,1242,1348,20,13,49.64,58.01,60.4,115.95,42.41,48.72,51.93,101.47,50.05,31.16,49.95,33.28,156.04,103.97,12,16.28,46.09,51.7,55.09,110.01,45.42,50.42,55.32,97.96,50.45,34.23,49.55,30.19,159.71,77.97,1,1,-6
Kansas,Texas A&M,91.45,8.55,1,7,14.48,6.08,115.95,101.47,105.55,99.47,2018,1242,1401,20,13,49.64,58.01,60.4,115.95,42.41,48.72,51.93,101.47,50.05,31.16,49.95,33.28,156.04,103.97,16,13.22,45.93,51.37,54.29,105.55,40.66,46.7,50.21,99.47,53.72,37.82,46.28,30.67,125.66,136.24,1,1,-6
Kansas,Missouri,95.89,4.11,1,8,14.48,8.49,115.95,101.47,108.71,100.22,2018,1242,1281,20,13,49.64,58.01,60.4,115.95,42.41,48.72,51.93,101.47,50.05,31.16,49.95,33.28,156.04,103.97,12,14.81,45.78,54.84,59.03,108.71,40.87,46.78,50.79,100.22,53,33.47,47,30.24,107.06,127.39,1,1,-7
Kansas,Seton Hall,91.16,8.84,1,8,14.48,7.76,115.95,101.47,110.44,102.67,2018,1242,1371,20,13,49.64,58.01,60.4,115.95,42.41,48.72,51.93,101.47,50.05,31.16,49.95,33.28,156.04,103.97,13,14.38,47.02,53.04,56.32,110.44,43.71,50.05,53.75,102.67,53.03,37.69,46.97,30.04,132.58,112.78,1,1,-7
Kansas,Virginia Tech,93.11,6.89,1,8,14.48,10.07,115.95,101.47,111.82,101.76,2018,1242,1439,20,13,49.64,58.01,60.4,115.95,42.41,48.72,51.93,101.47,50.05,31.16,49.95,33.28,156.04,103.97,13,14.22,49.59,57.34,60.43,111.82,42.62,50.11,53.3,101.76,48.73,26.16,51.27,30.96,151.72,117.21,1,1,-7
Kansas,Kansas St,83.8,16.2,1,9,14.48,6.56,115.95,101.47,108.23,101.67,2018,1242,1243,20,13,49.64,58.01,60.4,115.95,42.41,48.72,51.93,101.47,50.05,31.16,49.95,33.28,156.04,103.97,15,13.58,47.11,53.4,57.49,108.23,43.07,49.73,54.34,101.67,47.37,28.27,52.63,35.35,134.1,93.62,1,0,-8
Kansas,NC State,88.69,11.31,1,9,14.48,8.72,115.95,101.47,111.84,103.12,2018,1242,1301,20,13,49.64,58.01,60.4,115.95,42.41,48.72,51.93,101.47,50.05,31.16,49.95,33.28,156.04,103.97,13,14.09,47.11,53.46,56.76,111.84,46.65,51.86,55.39,103.12,50.35,36.58,49.65,34.38,150.82,101.75,1,0,-8
Kansas,Oklahoma,91.07,8.93,1,10,14.48,3.85,115.95,101.47,109.84,106,2018,1242,1328,20,13,49.64,58.01,60.4,115.95,42.41,48.72,51.93,101.47,50.05,31.16,49.95,33.28,156.04,103.97,15,13.16,46.57,54.02,57.88,109.84,44.77,51.54,54.5,106,49.74,29.99,50.26,31.44,122.51,120.03,1,0,-9
Kansas,Providence,92.44,7.56,1,10,14.48,1.51,115.95,101.47,104.43,102.91,2018,1242,1344,20,13,49.64,58.01,60.4,115.95,42.41,48.72,51.93,101.47,50.05,31.16,49.95,33.28,156.04,103.97,15,13.5,44.43,49.92,54.31,104.43,44.59,50.48,54.42,102.91,50.03,33.32,49.97,30.91,126.46,104.53,1,0,-9
Kansas,Texas,81.17,18.83,1,10,14.48,4.11,115.95,101.47,103.08,98.98,2018,1242,1400,20,13,49.64,58.01,60.4,115.95,42.41,48.72,51.93,101.47,50.05,31.16,49.95,33.28,156.04,103.97,19,11.94,44,50.06,53.2,103.08,42.21,47.92,51.38,98.98,49.88,31.59,50.12,30.8,110.19,112.33,1,0,-9
Kansas,Loyola-Chicago,98.02,1.98,1,11,14.48,15.41,115.95,101.47,109.03,93.62,2018,1242,1260,20,13,49.64,58.01,60.4,115.95,42.41,48.72,51.93,101.47,50.05,31.16,49.95,33.28,156.04,103.97,2,19.38,50.81,58.09,61.02,109.03,41.52,47.46,50.66,93.62,51.03,24.96,48.97,27.09,144.89,95.4,1,0,-10
Kansas,San Diego St,96.1,3.9,1,11,14.48,11.62,115.95,101.47,109.22,97.6,2018,1242,1361,20,13,49.64,58.01,60.4,115.95,42.41,48.72,51.93,101.47,50.05,31.16,49.95,33.28,156.04,103.97,5,17.94,45.86,52.01,55.99,109.22,42.16,48.88,52.59,97.6,53.34,34.12,46.66,27.08,139.26,112.22,1,0,-10
Kansas,St Bonaventure,89.08,10.92,1,11,14.48,11,115.95,101.47,111.64,100.64,2018,1242,1382,20,13,49.64,58.01,60.4,115.95,42.41,48.72,51.93,101.47,50.05,31.16,49.95,33.28,156.04,103.97,8,17.5,45.88,52.65,57.58,111.64,42.27,49.17,53.9,100.64,50.64,32.4,49.36,32.3,135.66,107.41,1,0,-10
Kansas,Syracuse,85.9,14.1,1,11,14.48,5.58,115.95,101.47,103.5,97.91,2018,1242,1393,20,13,49.64,58.01,60.4,115.95,42.41,48.72,51.93,101.47,50.05,31.16,49.95,33.28,156.04,103.97,15,13.97,42.12,47.57,52.93,103.5,39.83,47.15,51.58,97.91,53.22,37.92,46.78,30.86,94.3,136.59,1,0,-10
Kansas,UCLA,97.35,2.65,1,11,14.48,7.37,115.95,101.47,111.64,104.27,2018,1242,1417,20,13,49.64,58.01,60.4,115.95,42.41,48.72,51.93,101.47,50.05,31.16,49.95,33.28,156.04,103.97,7,16.78,46.19,53.88,57.79,111.64,42.52,49.46,52.91,104.27,51.63,31.22,48.37,28.12,137.72,139.1,1,0,-10
Kansas,Murray St,94.41,5.59,1,12,14.48,17.84,115.95,101.47,115.1,97.27,2018,1242,1293,20,13,49.64,58.01,60.4,115.95,42.41,48.72,51.93,101.47,50.05,31.16,49.95,33.28,156.04,103.97,2,19.24,47.98,55.42,59.26,115.1,41.42,46.96,51.01,97.27,53.97,35.59,46.03,29.09,142.3,88.85,1,0,-11
Kansas,New Mexico St,94.87,5.13,1,12,14.48,15.73,115.95,101.47,108.09,92.36,2018,1242,1308,20,13,49.64,58.01,60.4,115.95,42.41,48.72,51.93,101.47,50.05,31.16,49.95,33.28,156.04,103.97,2,19.27,45.78,51.97,54.46,108.09,39.97,45.79,50.47,92.36,55.47,37,44.53,24.78,123.73,82.29,1,0,-11
Kansas,S Dakota St,97.76,2.24,1,12,14.48,11.39,115.95,101.47,114.46,103.07,2018,1242,1355,20,13,49.64,58.01,60.4,115.95,42.41,48.72,51.93,101.47,50.05,31.16,49.95,33.28,156.04,103.97,3,18.6,46.08,54.65,59.02,114.46,43.66,49.99,53.06,103.07,51.93,26.88,48.07,24.29,146.92,137.86,1,0,-11
Kansas,Marshall,98.94,1.06,1,13,14.48,6.15,115.95,101.47,109.07,102.91,2018,1242,1267,20,13,49.64,58.01,60.4,115.95,42.41,48.72,51.93,101.47,50.05,31.16,49.95,33.28,156.04,103.97,2,19.3,46.92,55.02,59.05,109.07,44.35,49.59,52.74,102.91,46.83,24.36,53.17,34.81,140.97,118.52,1,0,-12
Kansas,UNC Greensboro,96.88,3.12,1,13,14.48,12.29,115.95,101.47,106.46,94.17,2018,1242,1422,20,13,49.64,58.01,60.4,115.95,42.41,48.72,51.93,101.47,50.05,31.16,49.95,33.28,156.04,103.97,2,19.03,44.09,52.33,55.26,106.46,41.39,48.01,53.04,94.17,54.6,35.79,45.4,25.29,109.81,76.56,1,0,-12
Kansas,Montana,94.3,5.7,1,14,14.48,13.18,115.95,101.47,110.02,96.83,2018,1242,1285,20,13,49.64,58.01,60.4,115.95,42.41,48.72,51.93,101.47,50.05,31.16,49.95,33.28,156.04,103.97,1,19.84,47.19,51.9,56.1,110.02,42.94,48.68,53.84,96.83,53.74,37.98,46.26,28.96,113.02,70.51,1,0,-13
Kansas,SF Austin,96.67,3.33,1,14,14.48,12.69,115.95,101.47,106.91,94.22,2018,1242,1372,20,13,49.64,58.01,60.4,115.95,42.41,48.72,51.93,101.47,50.05,31.16,49.95,33.28,156.04,103.97,1,19.6,47.32,53.32,57.27,106.91,42.93,49.95,55.09,94.22,51.58,36.65,48.42,33.13,94.66,69.98,1,0,-13
Kansas,Wright St,98.37,1.63,1,14,14.48,7.2,115.95,101.47,101.33,94.13,2018,1242,1460,20,13,49.64,58.01,60.4,115.95,42.41,48.72,51.93,101.47,50.05,31.16,49.95,33.28,156.04,103.97,2,19.47,43.34,49.3,53.64,101.33,41.48,48.48,52.23,94.13,51.72,30.44,48.28,25.92,112.54,83.73,1,0,-13
Kansas,Lipscomb,98.68,1.32,1,15,14.48,3.34,115.95,101.47,104.01,100.67,2018,1242,1252,20,13,49.64,58.01,60.4,115.95,42.41,48.72,51.93,101.47,50.05,31.16,49.95,33.28,156.04,103.97,4,18.07,45.82,52.33,56.81,104.01,45.87,52.01,55.84,100.67,52.05,30.8,47.95,26.12,110.96,92.85,1,0,-14
Kansas,Long Island,99.46,0.54,1,16,14.48,0.38,115.95,101.47,105.68,105.3,2018,1242,1254,20,13,49.64,58.01,60.4,115.95,42.41,48.72,51.93,101.47,50.05,31.16,49.95,33.28,156.04,103.97,0,20,45.85,52.67,56.44,105.68,44.71,50.45,53.84,105.3,50.95,33.07,49.05,32.39,94.08,122.53,1,0,-15
Kansas,NC Central,99.47,0.53,1,16,14.48,-1.03,115.95,101.47,103,104.03,2018,1242,1300,20,13,49.64,58.01,60.4,115.95,42.41,48.72,51.93,101.47,50.05,31.16,49.95,33.28,156.04,103.97,1,19.77,46.2,51.55,54.68,103,42.53,48.84,53.12,104.03,52.04,36.3,47.96,32.17,119.25,126.77,1,0,-15
Kansas,Penn,98.61,1.39,1,16,14.48,9.38,115.95,101.47,105.82,96.45,2018,1242,1335,20,13,49.64,58.01,60.4,115.95,42.41,48.72,51.93,101.47,50.05,31.16,49.95,33.28,156.04,103.97,1,19.39,46.3,53.63,56.28,105.82,42.14,47.04,51.54,96.45,50.9,26.77,49.1,24.26,139.32,89.04,1,0,-15
Kansas,Radford,97.94,2.06,1,16,14.48,3.91,115.95,101.47,104.24,100.32,2018,1242,1347,20,13,49.64,58.01,60.4,115.95,42.41,48.72,51.93,101.47,50.05,31.16,49.95,33.28,156.04,103.97,3,18.75,42.55,49.53,53.66,104.24,43,49.61,54.03,100.32,51.53,34.12,48.47,30.07,105.97,103.57,1,0,-15
Kansas,TX Southern,98.88,1.12,1,16,14.48,-2.29,115.95,101.47,106.74,109.03,2018,1242,1411,20,13,49.64,58.01,60.4,115.95,42.41,48.72,51.93,101.47,50.05,31.16,49.95,33.28,156.04,103.97,6,17.41,44.4,51.07,55.87,106.74,45.58,51.72,54.72,109.03,48.95,31.61,51.05,34.64,116.43,155.03,1,0,-15
Kansas,UMBC,99.29,0.71,1,16,14.48,2.88,115.95,101.47,105.22,102.35,2018,1242,1420,20,13,49.64,58.01,60.4,115.95,42.41,48.72,51.93,101.47,50.05,31.16,49.95,33.28,156.04,103.97,1,19.48,43.95,52.31,54.76,105.22,44.88,52.26,55.4,102.35,47.66,29.14,52.34,31.34,139.47,101.54,1,0,-15
Villanova,Virginia,56.45,43.55,1,1,23.22,23.04,122.98,99.76,111.12,88.07,2018,1437,1438,15,14.62,50.53,59.75,63.01,122.98,43.55,49.39,52.95,99.76,52.14,30.28,47.86,27.74,186.35,111.09,16,13.79,46.29,53.12,56.37,111.12,37.52,43.65,47.75,88.07,51.78,28.73,48.22,26.32,185.23,78.39,1,1,0
Villanova,Xavier,88.74,11.26,1,1,23.22,13.87,122.98,99.76,115.85,101.98,2018,1437,1462,15,14.62,50.53,59.75,63.01,122.98,43.55,49.39,52.95,99.76,52.14,30.28,47.86,27.74,186.35,111.09,14,14.85,49.31,56.06,61,115.85,43.28,50.18,53.67,101.98,55.22,32.43,44.78,23.16,142.98,149.47,1,1,0
Villanova,Wichita St,89.66,10.34,1,4,23.22,16.39,122.98,99.76,118.12,101.73,2018,1437,1455,15,14.62,50.53,59.75,63.01,122.98,43.55,49.39,52.95,99.76,52.14,30.28,47.86,27.74,186.35,111.09,8,16.78,47.82,55.41,59.25,118.12,42.43,49.75,53.96,101.73,56.79,38.38,43.21,24.61,177.15,101.58,1,1,-3
Villanova,West Virginia,45.64,54.36,1,5,23.22,13.79,122.98,99.76,112.59,98.8,2018,1437,1452,15,14.62,50.53,59.75,63.01,122.98,43.55,49.39,52.95,99.76,52.14,30.28,47.86,27.74,186.35,111.09,18,12.44,43.57,50.52,54.95,112.59,42.38,49.49,54.47,98.8,52.48,38.65,47.52,33.5,143.06,86.3,1,1,-4
Villanova,Virginia Tech,91.7,8.3,1,8,23.22,10.07,122.98,99.76,111.82,101.76,2018,1437,1439,15,14.62,50.53,59.75,63.01,122.98,43.55,49.39,52.95,99.76,52.14,30.28,47.86,27.74,186.35,111.09,13,14.22,49.59,57.34,60.43,111.82,42.62,50.11,53.3,101.76,48.73,26.16,51.27,30.96,151.72,117.21,1,1,-7
Villanova,Wright St,98.01,1.99,1,14,23.22,7.2,122.98,99.76,101.33,94.13,2018,1437,1460,15,14.62,50.53,59.75,63.01,122.98,43.55,49.39,52.95,99.76,52.14,30.28,47.86,27.74,186.35,111.09,2,19.47,43.34,49.3,53.64,101.33,41.48,48.48,52.23,94.13,51.72,30.44,48.28,25.92,112.54,83.73,1,0,-13
Virginia,Xavier,88.58,11.42,1,1,23.04,13.87,111.12,88.07,115.85,101.98,2018,1438,1462,16,13.79,46.29,53.12,56.37,111.12,37.52,43.65,47.75,88.07,51.78,28.73,48.22,26.32,185.23,78.39,14,14.85,49.31,56.06,61,115.85,43.28,50.18,53.67,101.98,55.22,32.43,44.78,23.16,142.98,149.47,1,1,0
Virginia,Wichita St,89.51,10.49,1,4,23.04,16.39,111.12,88.07,118.12,101.73,2018,1438,1455,16,13.79,46.29,53.12,56.37,111.12,37.52,43.65,47.75,88.07,51.78,28.73,48.22,26.32,185.23,78.39,8,16.78,47.82,55.41,59.25,118.12,42.43,49.75,53.96,101.73,56.79,38.38,43.21,24.61,177.15,101.58,1,1,-3
Virginia,West Virginia,45.24,54.76,1,5,23.04,13.79,111.12,88.07,112.59,98.8,2018,1438,1452,16,13.79,46.29,53.12,56.37,111.12,37.52,43.65,47.75,88.07,51.78,28.73,48.22,26.32,185.23,78.39,18,12.44,43.57,50.52,54.95,112.59,42.38,49.49,54.47,98.8,52.48,38.65,47.52,33.5,143.06,86.3,1,1,-4
Virginia,Virginia Tech,91.58,8.42,1,8,23.04,10.07,111.12,88.07,111.82,101.76,2018,1438,1439,16,13.79,46.29,53.12,56.37,111.12,37.52,43.65,47.75,88.07,51.78,28.73,48.22,26.32,185.23,78.39,13,14.22,49.59,57.34,60.43,111.82,42.62,50.11,53.3,101.76,48.73,26.16,51.27,30.96,151.72,117.21,1,1,-7
Virginia,Wright St,97.98,2.02,1,14,23.04,7.2,111.12,88.07,101.33,94.13,2018,1438,1460,16,13.79,46.29,53.12,56.37,111.12,37.52,43.65,47.75,88.07,51.78,28.73,48.22,26.32,185.23,78.39,2,19.47,43.34,49.3,53.64,101.33,41.48,48.48,52.23,94.13,51.72,30.44,48.28,25.92,112.54,83.73,1,0,-13
Cincinnati,Kansas,30.99,69.01,2,1,25.23,14.48,111.82,86.59,115.95,101.47,2018,1153,1242,9,16.38,45.19,51.51,55.29,111.82,37.06,42.85,46.67,86.59,55.1,41.17,44.9,30.33,169.2,74.16,20,13,49.64,58.01,60.4,115.95,42.41,48.72,51.93,101.47,50.05,31.16,49.95,33.28,156.04,103.97,1,1,1
Cincinnati,Villanova,35.82,64.18,2,1,25.23,23.22,111.82,86.59,122.98,99.76,2018,1153,1437,9,16.38,45.19,51.51,55.29,111.82,37.06,42.85,46.67,86.59,55.1,41.17,44.9,30.33,169.2,74.16,15,14.62,50.53,59.75,63.01,122.98,43.55,49.39,52.95,99.76,52.14,30.28,47.86,27.74,186.35,111.09,1,1,1
Cincinnati,Virginia,33.07,66.93,2,1,25.23,23.04,111.82,86.59,111.12,88.07,2018,1153,1438,9,16.38,45.19,51.51,55.29,111.82,37.06,42.85,46.67,86.59,55.1,41.17,44.9,30.33,169.2,74.16,16,13.79,46.29,53.12,56.37,111.12,37.52,43.65,47.75,88.07,51.78,28.73,48.22,26.32,185.23,78.39,1,1,1
Cincinnati,Xavier,75.02,24.98,2,1,25.23,13.87,111.82,86.59,115.85,101.98,2018,1153,1462,9,16.38,45.19,51.51,55.29,111.82,37.06,42.85,46.67,86.59,55.1,41.17,44.9,30.33,169.2,74.16,14,14.85,49.31,56.06,61,115.85,43.28,50.18,53.67,101.98,55.22,32.43,44.78,23.16,142.98,149.47,1,1,1
Cincinnati,Duke,62.3,37.7,2,2,25.23,21.47,111.82,86.59,118.72,97.25,2018,1153,1181,9,16.38,45.19,51.51,55.29,111.82,37.06,42.85,46.67,86.59,55.1,41.17,44.9,30.33,169.2,74.16,14,14,49.05,55.78,59.29,118.72,40.12,45.98,49.22,97.25,56.18,42.96,43.82,30.33,160.73,150.07,1,1,0
Cincinnati,North Carolina,30.43,69.57,2,2,25.23,11.02,111.82,86.59,113.89,102.87,2018,1153,1314,9,16.38,45.19,51.51,55.29,111.82,37.06,42.85,46.67,86.59,55.1,41.17,44.9,30.33,169.2,74.16,22,11.26,45.92,52.4,55.95,113.89,42.36,50.21,53,102.87,56.75,39.8,43.25,27.85,181.26,147.91,1,1,0
Cincinnati,Purdue,82.12,17.88,2,2,25.23,21.17,111.82,86.59,118.12,96.95,2018,1153,1345,9,16.38,45.19,51.51,55.29,111.82,37.06,42.85,46.67,86.59,55.1,41.17,44.9,30.33,169.2,74.16,9,16.15,49.69,58.12,61.76,118.12,41.15,46.99,49.9,96.95,51.78,29.73,48.22,29.42,181.4,120.66,1,1,0
Cincinnati,Michigan,83.27,16.73,2,3,25.23,15.26,111.82,86.59,111.44,96.18,2018,1153,1276,9,16.38,45.19,51.51,55.29,111.82,37.06,42.85,46.67,86.59,55.1,41.17,44.9,30.33,169.2,74.16,10,15.44,46.57,54.41,56.89,111.44,43.31,48.52,52.25,96.18,50.54,28.02,49.46,26.49,169.98,91.47,1,1,-1
Cincinnati,Michigan St,90.41,9.59,2,3,25.23,22.82,111.82,86.59,117.83,95.01,2018,1153,1277,9,16.38,45.19,51.51,55.29,111.82,37.06,42.85,46.67,86.59,55.1,41.17,44.9,30.33,169.2,74.16,6,16.88,50.25,57.67,61.44,117.83,36.71,42.74,47.3,95.01,57.62,39.94,42.38,27.56,163.95,149.03,1,1,-1
Cincinnati,Tennessee,63.45,36.55,2,3,25.23,11.25,111.82,86.59,109.41,98.16,2018,1153,1397,9,16.38,45.19,51.51,55.29,111.82,37.06,42.85,46.67,86.59,55.1,41.17,44.9,30.33,169.2,74.16,15,13.7,44.37,51.21,56.03,109.41,41.03,46.87,51.68,98.16,51.17,35.62,48.83,34.52,145.7,82.82,1,1,-1
Cincinnati,Texas Tech,43.01,56.99,2,3,25.23,15.79,111.82,86.59,109.64,93.85,2018,1153,1403,9,16.38,45.19,51.51,55.29,111.82,37.06,42.85,46.67,86.59,55.1,41.17,44.9,30.33,169.2,74.16,16,13.7,46.56,52.86,56.89,109.64,40.26,46.64,51.3,93.85,53.07,36.09,46.93,30.79,122.44,79.52,1,1,-1
Cincinnati,Gonzaga,62.91,37.09,2,4,25.23,24.69,111.82,86.59,119.9,95.21,2018,1153,1211,9,16.38,45.19,51.51,55.29,111.82,37.06,42.85,46.67,86.59,55.1,41.17,44.9,30.33,169.2,74.16,7,17.56,50.49,57.93,60.77,119.9,40.62,46.93,50.83,95.21,56.31,35.91,43.69,24.09,168.06,96.38,1,1,-2
